Message Type,Message
Promotional,"Buy more, save more: 42% off on purchases over $185."
Promotional,Big Discounts! Save up to 68% on your favorite products!
Promotional,Get 42% off when you subscribe to our newsletter today!
Promotional,Limited Time Offer: Free shipping on orders over $52!
Promotional,"Exclusive offer: Buy 2, Get 2 free on select products. Limited time!"
Promotional,Flash Sale: Up to 52% off on select items. Don't miss out!
Promotional,Big Discounts! Save up to 25% on your favorite products!
Promotional,Get 15% off when you subscribe to our newsletter today!
Promotional,Limited Time Offer: Free shipping on orders over $52!
Promotional,Limited Time Offer: Free shipping on orders over $125!
Promotional,Shop now and save 37% on your first order! Use code DISCOUNT20.
Promotional,"Exclusive offer: Buy 3, Get 3 free on select products. Limited time!"
Promotional,"Hurry, this offer ends soon! Up to 30% off select items."
Promotional,Get 66% off your next purchase with code WELCOME30! Shop now!
Promotional,Big Discounts! Save up to 10% on your favorite products!
Promotional,Get 48% off your next purchase with code DISCOUNT20! Shop now!
Promotional,"Hurry, this offer ends soon! Up to 20% off select items."
Promotional,Shop now and save 33% on your first order! Use code SAVE10.
Promotional,Get 42% off when you subscribe to our newsletter today!
Promotional,Hurry! 41% off on all items for the next 19 hours only! Shop now!
Promotional,Limited Time Offer: Free shipping on orders over $157!
Promotional,Get 25% off your next purchase with code SAVE10! Shop now!
Promotional,Big Discounts! Save up to 12% on your favorite products!
Promotional,Hurry! 53% off on all items for the next 15 hours only! Shop now!
Promotional,Limited Time Offer: Free shipping on orders over $162!
Promotional,"Hurry, this offer ends soon! Up to 17% off select items."
Promotional,Get 67% off when you subscribe to our newsletter today!
Promotional,Get 54% off your next purchase with code SAVE10! Shop now!
Promotional,Flash Sale: Up to 51% off on select items. Don't miss out!
Promotional,"Buy more, save more: 41% off on purchases over $113."
Promotional,"Hurry, this offer ends soon! Up to 22% off select items."
Promotional,Get 35% off when you subscribe to our newsletter today!
Promotional,Get 23% off your next purchase with code DISCOUNT20! Shop now!
Promotional,Big Discounts! Save up to 14% on your favorite products!
Promotional,Big Discounts! Save up to 64% on your favorite products!
Promotional,Get 10% off when you subscribe to our newsletter today!
Promotional,Big Discounts! Save up to 43% on your favorite products!
Promotional,Big Discounts! Save up to 26% on your favorite products!
Promotional,"Buy more, save more: 61% off on purchases over $81."
Promotional,Flash Sale: Up to 40% off on select items. Don't miss out!
Promotional,Big Discounts! Save up to 47% on your favorite products!
Promotional,"Hurry, this offer ends soon! Up to 26% off select items."
Promotional,Get 20% off your next purchase with code WELCOME30! Shop now!
Promotional,"Hurry, this offer ends soon! Up to 13% off select items."
Promotional,Get 18% off your next purchase with code SAVE10! Shop now!
Promotional,Get 44% off your next purchase with code DISCOUNT20! Shop now!
Promotional,Get 11% off your next purchase with code SAVE10! Shop now!
Promotional,"Hurry, this offer ends soon! Up to 51% off select items."
Promotional,"Hurry, this offer ends soon! Up to 10% off select items."
Promotional,Get 44% off your next purchase with code DISCOUNT20! Shop now!
Promotional,"Hurry, this offer ends soon! Up to 39% off select items."
Promotional,Shop now and save 35% on your first order! Use code SAVE10.
Promotional,Flash Sale: Up to 69% off on select items. Don't miss out!
Promotional,"Hurry, this offer ends soon! Up to 63% off select items."
Promotional,"Hurry, this offer ends soon! Up to 44% off select items."
Promotional,Hurry! 66% off on all items for the next 6 hours only! Shop now!
Promotional,"Exclusive offer: Buy 2, Get 2 free on select products. Limited time!"
Promotional,Limited Time Offer: Free shipping on orders over $87!
Promotional,Hurry! 53% off on all items for the next 15 hours only! Shop now!
Promotional,Get 40% off your next purchase with code SAVE10! Shop now!
Promotional,Hurry! 68% off on all items for the next 23 hours only! Shop now!
Promotional,"Buy more, save more: 53% off on purchases over $192."
Promotional,Limited Time Offer: Free shipping on orders over $111!
Promotional,Big Discounts! Save up to 53% on your favorite products!
Promotional,Limited Time Offer: Free shipping on orders over $60!
Promotional,Flash Sale: Up to 20% off on select items. Don't miss out!
Promotional,"Buy more, save more: 61% off on purchases over $161."
Promotional,Shop now and save 46% on your first order! Use code SAVE10.
Promotional,"Buy more, save more: 32% off on purchases over $136."
Spam,You’ve been chosen to receive a $104 Target gift card! Claim it now!
Spam,You’ve been chosen to receive a $345 Walmart gift card! Claim it now!
Spam,You've been selected for a free TV! Claim it before it’s too late!
Spam,Your package has arrived. Click here to confirm your shipping details.
Spam,Act now! Your cash prize is waiting! Claim your free TV today.
Spam,Important: Your bank account will be frozen unless you verify it immediately.
Spam,You've been selected for a free TV! Claim it before it’s too late!
Spam,Act now! Your cash prize is waiting! Claim your free TV today.
Spam,Act now! Your vacation is waiting! Claim your free laptop today.
Spam,Congratulations! You've won a vacation worth $531. Click here now!
Spam,You’ve been chosen to receive a $656 Walmart gift card! Claim it now!
Spam,Important: Your bank account will be frozen unless you verify it immediately.
Spam,You've been selected for a free iPhone! Claim it before it’s too late!
Spam,Important: Your bank account will be frozen unless you verify it immediately.
Spam,You've been selected for a free TV! Claim it before it’s too late!
Spam,You’ve won a lottery! Claim your $878 gift card now.
Spam,Congratulations! You've won a gift card worth $760. Click here now!
Spam,You’ve received a bonus payout! Click here to claim your reward of $856.
Spam,You've been selected for a free TV! Claim it before it’s too late!
Spam,You’ve won a lottery! Claim your $214 gift card now.
Spam,You’ve won a lottery! Claim your $209 gift card now.
Spam,Act now! Your cash prize is waiting! Claim your free laptop today.
Spam,Urgent: Your account has been compromised. Click here to secure it!
Spam,Important: Your bank account will be frozen unless you verify it immediately.
Spam,You've been selected for a free iPhone! Claim it before it’s too late!
Spam,You’ve been chosen to receive a $970 Walmart gift card! Claim it now!
Spam,You’ve won a lottery! Claim your $737 vacation now.
Spam,You’ve received a bonus payout! Click here to claim your reward of $880.
Spam,Congratulations! You've won a cash prize worth $336. Click here now!
Spam,Congratulations! You've won a vacation worth $147. Click here now!
Spam,Congratulations! You've won a gift card worth $311. Click here now!
Spam,You’ve been chosen to receive a $167 Walmart gift card! Claim it now!
Spam,Act now! Your gift card is waiting! Claim your free iPhone today.
Spam,Important: Your bank account will be frozen unless you verify it immediately.
Spam,Important: Your bank account will be frozen unless you verify it immediately.
Spam,Your package has arrived. Click here to confirm your shipping details.
Spam,Urgent: Your account has been compromised. Click here to secure it!
Spam,You've been selected for a free iPhone! Claim it before it’s too late!
Spam,Congratulations! You've won a cash prize worth $228. Click here now!
Spam,You’ve received a bonus payout! Click here to claim your reward of $971.
Spam,Exclusive offer: Free TV for completing a short survey. Hurry!
Spam,Act now! Your cash prize is waiting! Claim your free laptop today.
Spam,Important: Your bank account will be frozen unless you verify it immediately.
Spam,Your package has arrived. Click here to confirm your shipping details.
Spam,Your package has arrived. Click here to confirm your shipping details.
Spam,You’ve received a bonus payout! Click here to claim your reward of $255.
Spam,You’ve been chosen to receive a $863 Walmart gift card! Claim it now!
Spam,Your package has arrived. Click here to confirm your shipping details.
Spam,Your package has arrived. Click here to confirm your shipping details.
Spam,Your package has arrived. Click here to confirm your shipping details.
Spam,You've been selected for a free TV! Claim it before it’s too late!
Spam,You’ve received a bonus payout! Click here to claim your reward of $499.
Spam,Important: Your bank account will be frozen unless you verify it immediately.
Spam,You’ve received a bonus payout! Click here to claim your reward of $278.
Spam,Exclusive offer: Free TV for completing a short survey. Hurry!
Spam,You’ve received a bonus payout! Click here to claim your reward of $503.
Spam,Act now! Your gift card is waiting! Claim your free laptop today.
Spam,Your package has arrived. Click here to confirm your shipping details.
Spam,You've been selected for a free TV! Claim it before it’s too late!
Spam,You've been selected for a free iPhone! Claim it before it’s too late!
Spam,You've been selected for a free laptop! Claim it before it’s too late!
Spam,Important: Your bank account will be frozen unless you verify it immediately.
Spam,Exclusive offer: Free TV for completing a short survey. Hurry!
Spam,Act now! Your cash prize is waiting! Claim your free TV today.
Spam,Act now! Your gift card is waiting! Claim your free laptop today.
Spam,Exclusive offer: Free TV for completing a short survey. Hurry!
Spam,Congratulations! You've won a vacation worth $122. Click here now!
Spam,Your package has arrived. Click here to confirm your shipping details.
Spam,Your package has arrived. Click here to confirm your shipping details.
Spam,You've been selected for a free iPhone! Claim it before it’s too late!
Spam,Congratulations! You've won a gift card worth $606. Click here now!
Spam,Your package has arrived. Click here to confirm your shipping details.
Spam,Your package has arrived. Click here to confirm your shipping details.
Spam,Urgent: Your account has been compromised. Click here to secure it!
Spam,Important: Your bank account will be frozen unless you verify it immediately.
Spam,Urgent: Your account has been compromised. Click here to secure it!
Spam,You’ve received a bonus payout! Click here to claim your reward of $358.
Spam,You’ve been chosen to receive a $184 Walmart gift card! Claim it now!
Spam,Urgent: Your account has been compromised. Click here to secure it!
Spam,You’ve been chosen to receive a $339 Target gift card! Claim it now!
Spam,You’ve won a lottery! Claim your $266 cash prize now.
Spam,Important: Your bank account will be frozen unless you verify it immediately.
Spam,Act now! Your gift card is waiting! Claim your free laptop today.
Spam,Act now! Your gift card is waiting! Claim your free iPhone today.
Spam,Act now! Your gift card is waiting! Claim your free iPhone today.
Spam,Urgent: Your account has been compromised. Click here to secure it!
Spam,Important: Your bank account will be frozen unless you verify it immediately.
Spam,You've been selected for a free TV! Claim it before it’s too late!
Spam,You've been selected for a free iPhone! Claim it before it’s too late!
Spam,Important: Your bank account will be frozen unless you verify it immediately.
Spam,You've been selected for a free iPhone! Claim it before it’s too late!
Spam,Act now! Your gift card is waiting! Claim your free iPhone today.
Spam,You’ve received a bonus payout! Click here to claim your reward of $597.
Spam,You've been selected for a free iPhone! Claim it before it’s too late!
Spam,Act now! Your gift card is waiting! Claim your free TV today.
Spam,You've been selected for a free laptop! Claim it before it’s too late!
Spam,Act now! Your vacation is waiting! Claim your free laptop today.
Spam,Your package has arrived. Click here to confirm your shipping details.
Spam,You’ve been chosen to receive a $551 Amazon gift card! Claim it now!
Spam,Urgent: Your account has been compromised. Click here to secure it!
Spam,Act now! Your gift card is waiting! Claim your free iPhone today.
Spam,Urgent: Your account has been compromised. Click here to secure it!
Spam,Act now! Your cash prize is waiting! Claim your free laptop today.
Spam,You've been selected for a free laptop! Claim it before it’s too late!
Spam,You’ve received a bonus payout! Click here to claim your reward of $525.
Spam,Your package has arrived. Click here to confirm your shipping details.
Spam,Exclusive offer: Free laptop for completing a short survey. Hurry!
Spam,Urgent: Your account has been compromised. Click here to secure it!
Spam,You've been selected for a free laptop! Claim it before it’s too late!
Spam,Urgent: Your account has been compromised. Click here to secure it!
Spam,Exclusive offer: Free laptop for completing a short survey. Hurry!
Spam,Important: Your bank account will be frozen unless you verify it immediately.
Spam,Congratulations! You've won a vacation worth $488. Click here now!
Spam,You’ve been chosen to receive a $773 Walmart gift card! Claim it now!
Spam,Your package has arrived. Click here to confirm your shipping details.
Spam,You’ve been chosen to receive a $323 Amazon gift card! Claim it now!
Spam,Your package has arrived. Click here to confirm your shipping details.
Spam,Your package has arrived. Click here to confirm your shipping details.
Spam,Important: Your bank account will be frozen unless you verify it immediately.
Spam,Urgent: Your account has been compromised. Click here to secure it!
Spam,Congratulations! You've won a vacation worth $328. Click here now!
Spam,Urgent: Your account has been compromised. Click here to secure it!
Spam,Urgent: Your account has been compromised. Click here to secure it!
Spam,Congratulations! You've won a cash prize worth $198. Click here now!
Spam,Act now! Your gift card is waiting! Claim your free iPhone today.
Spam,Urgent: Your account has been compromised. Click here to secure it!
Spam,You’ve won a lottery! Claim your $228 gift card now.
Spam,You’ve won a lottery! Claim your $848 gift card now.
Spam,You’ve been chosen to receive a $762 Target gift card! Claim it now!
Spam,You've been selected for a free TV! Claim it before it’s too late!
Spam,You’ve been chosen to receive a $960 Walmart gift card! Claim it now!
Spam,Urgent: Your account has been compromised. Click here to secure it!
Spam,Important: Your bank account will be frozen unless you verify it immediately.
Spam,Congratulations! You've won a gift card worth $716. Click here now!
Spam,You’ve won a lottery! Claim your $379 gift card now.
Spam,You've been selected for a free laptop! Claim it before it’s too late!
Spam,Exclusive offer: Free iPhone for completing a short survey. Hurry!
Spam,Important: Your bank account will be frozen unless you verify it immediately.
Spam,You’ve received a bonus payout! Click here to claim your reward of $314.
Spam,Exclusive offer: Free TV for completing a short survey. Hurry!
Spam,Exclusive offer: Free TV for completing a short survey. Hurry!
Spam,Important: Your bank account will be frozen unless you verify it immediately.
Spam,You’ve been chosen to receive a $922 Amazon gift card! Claim it now!
Spam,Your package has arrived. Click here to confirm your shipping details.
Spam,You’ve won a lottery! Claim your $765 cash prize now.
Spam,You've been selected for a free iPhone! Claim it before it’s too late!
Spam,Act now! Your vacation is waiting! Claim your free iPhone today.
Spam,Important: Your bank account will be frozen unless you verify it immediately.
Spam,Your package has arrived. Click here to confirm your shipping details.
Spam,Act now! Your vacation is waiting! Claim your free iPhone today.
Spam,Exclusive offer: Free iPhone for completing a short survey. Hurry!
Spam,Urgent: Your account has been compromised. Click here to secure it!
Spam,You’ve received a bonus payout! Click here to claim your reward of $977.
Spam,Exclusive offer: Free laptop for completing a short survey. Hurry!
Spam,Congratulations! You've won a gift card worth $309. Click here now!
Spam,Exclusive offer: Free iPhone for completing a short survey. Hurry!
Spam,Act now! Your gift card is waiting! Claim your free TV today.
Spam,Congratulations! You've won a cash prize worth $739. Click here now!
Spam,You’ve been chosen to receive a $111 Walmart gift card! Claim it now!
Spam,You've been selected for a free iPhone! Claim it before it’s too late!
Spam,Act now! Your vacation is waiting! Claim your free laptop today.
Spam,You've been selected for a free iPhone! Claim it before it’s too late!
Spam,Congratulations! You've won a cash prize worth $558. Click here now!
Spam,You’ve won a lottery! Claim your $906 cash prize now.
Spam,Urgent: Your account has been compromised. Click here to secure it!
Spam,You’ve won a lottery! Claim your $710 vacation now.
Spam,Exclusive offer: Free laptop for completing a short survey. Hurry!
Spam,Your package has arrived. Click here to confirm your shipping details.
Spam,Your package has arrived. Click here to confirm your shipping details.
Spam,You’ve won a lottery! Claim your $716 vacation now.
Spam,You’ve received a bonus payout! Click here to claim your reward of $970.
Spam,Act now! Your cash prize is waiting! Claim your free TV today.
Spam,You've been selected for a free TV! Claim it before it’s too late!
Spam,You’ve received a bonus payout! Click here to claim your reward of $587.
Spam,You’ve been chosen to receive a $753 Amazon gift card! Claim it now!
Spam,You've been selected for a free laptop! Claim it before it’s too late!
Spam,Important: Your bank account will be frozen unless you verify it immediately.
Spam,You’ve been chosen to receive a $999 Amazon gift card! Claim it now!
Spam,Exclusive offer: Free TV for completing a short survey. Hurry!
Spam,You’ve won a lottery! Claim your $720 vacation now.
Spam,Your package has arrived. Click here to confirm your shipping details.
Spam,Act now! Your vacation is waiting! Claim your free iPhone today.
Spam,You’ve been chosen to receive a $275 Target gift card! Claim it now!
Spam,Congratulations! You've won a cash prize worth $424. Click here now!
Spam,Urgent: Your account has been compromised. Click here to secure it!
Spam,Your package has arrived. Click here to confirm your shipping details.
Spam,Act now! Your vacation is waiting! Claim your free TV today.
Spam,Congratulations! You've won a cash prize worth $455. Click here now!
Spam,You’ve won a lottery! Claim your $184 vacation now.
Spam,Your package has arrived. Click here to confirm your shipping details.
Spam,You’ve received a bonus payout! Click here to claim your reward of $113.
Spam,Exclusive offer: Free laptop for completing a short survey. Hurry!
Spam,Act now! Your vacation is waiting! Claim your free laptop today.
Spam,You’ve been chosen to receive a $897 Amazon gift card! Claim it now!
Spam,You’ve won a lottery! Claim your $162 cash prize now.
Spam,You've been selected for a free iPhone! Claim it before it’s too late!
Spam,Exclusive offer: Free laptop for completing a short survey. Hurry!
Spam,Exclusive offer: Free iPhone for completing a short survey. Hurry!
Spam,You’ve won a lottery! Claim your $754 vacation now.
Spam,You’ve received a bonus payout! Click here to claim your reward of $942.
Spam,You've been selected for a free laptop! Claim it before it’s too late!
Spam,Important: Your bank account will be frozen unless you verify it immediately.
Spam,Act now! Your gift card is waiting! Claim your free laptop today.
Spam,Exclusive offer: Free laptop for completing a short survey. Hurry!
Spam,You’ve received a bonus payout! Click here to claim your reward of $679.
Spam,Your package has arrived. Click here to confirm your shipping details.
Spam,You’ve won a lottery! Claim your $258 gift card now.
Spam,You’ve been chosen to receive a $205 Target gift card! Claim it now!
Spam,Congratulations! You've won a cash prize worth $843. Click here now!
Spam,Congratulations! You've won a gift card worth $117. Click here now!
Spam,You’ve been chosen to receive a $233 Target gift card! Claim it now!
Spam,You've been selected for a free iPhone! Claim it before it’s too late!
Spam,You’ve been chosen to receive a $125 Target gift card! Claim it now!
Spam,Your package has arrived. Click here to confirm your shipping details.
Spam,Your package has arrived. Click here to confirm your shipping details.
Spam,Act now! Your cash prize is waiting! Claim your free laptop today.
Spam,Important: Your bank account will be frozen unless you verify it immediately.
Spam,You’ve been chosen to receive a $391 Target gift card! Claim it now!
Spam,Your package has arrived. Click here to confirm your shipping details.
Spam,You’ve received a bonus payout! Click here to claim your reward of $191.
Spam,Important: Your bank account will be frozen unless you verify it immediately.
Spam,Important: Your bank account will be frozen unless you verify it immediately.
Spam,Your package has arrived. Click here to confirm your shipping details.
Spam,Urgent: Your account has been compromised. Click here to secure it!
Spam,You’ve been chosen to receive a $423 Walmart gift card! Claim it now!
Spam,You’ve been chosen to receive a $741 Target gift card! Claim it now!
Spam,Important: Your bank account will be frozen unless you verify it immediately.
Spam,You’ve won a lottery! Claim your $441 gift card now.
Spam,You’ve won a lottery! Claim your $288 gift card now.
Spam,Congratulations! You've won a gift card worth $540. Click here now!
Spam,Important: Your bank account will be frozen unless you verify it immediately.
Spam,You’ve received a bonus payout! Click here to claim your reward of $288.
Spam,You’ve won a lottery! Claim your $102 vacation now.
Spam,You’ve received a bonus payout! Click here to claim your reward of $567.
Spam,Congratulations! You've won a vacation worth $723. Click here now!
Spam,You’ve received a bonus payout! Click here to claim your reward of $719.
Spam,Exclusive offer: Free iPhone for completing a short survey. Hurry!
Spam,Important: Your bank account will be frozen unless you verify it immediately.
Spam,Urgent: Your account has been compromised. Click here to secure it!
Spam,Act now! Your cash prize is waiting! Claim your free TV today.
Spam,Important: Your bank account will be frozen unless you verify it immediately.
Spam,Act now! Your vacation is waiting! Claim your free iPhone today.
Spam,Urgent: Your account has been compromised. Click here to secure it!
Spam,You’ve won a lottery! Claim your $156 vacation now.
Spam,Exclusive offer: Free iPhone for completing a short survey. Hurry!
Spam,Urgent: Your account has been compromised. Click here to secure it!
Spam,Congratulations! You've won a cash prize worth $498. Click here now!
Spam,You’ve received a bonus payout! Click here to claim your reward of $105.
Spam,You've been selected for a free laptop! Claim it before it’s too late!
Spam,Exclusive offer: Free laptop for completing a short survey. Hurry!
Spam,Congratulations! You've won a gift card worth $674. Click here now!
Spam,You’ve received a bonus payout! Click here to claim your reward of $507.
Spam,You’ve been chosen to receive a $723 Amazon gift card! Claim it now!
Spam,Urgent: Your account has been compromised. Click here to secure it!
Spam,Exclusive offer: Free TV for completing a short survey. Hurry!
Spam,Act now! Your gift card is waiting! Claim your free laptop today.
Spam,You’ve received a bonus payout! Click here to claim your reward of $496.
Spam,Urgent: Your account has been compromised. Click here to secure it!
Spam,You've been selected for a free TV! Claim it before it’s too late!
Spam,Congratulations! You've won a gift card worth $283. Click here now!
Spam,You’ve won a lottery! Claim your $669 gift card now.
Spam,You’ve won a lottery! Claim your $951 gift card now.
Spam,You’ve won a lottery! Claim your $609 cash prize now.
Spam,You've been selected for a free TV! Claim it before it’s too late!
Spam,You’ve been chosen to receive a $783 Target gift card! Claim it now!
Spam,Your package has arrived. Click here to confirm your shipping details.
Spam,Act now! Your gift card is waiting! Claim your free iPhone today.
Spam,You’ve won a lottery! Claim your $306 cash prize now.
Spam,You've been selected for a free laptop! Claim it before it’s too late!
Spam,You’ve received a bonus payout! Click here to claim your reward of $808.
Spam,You’ve received a bonus payout! Click here to claim your reward of $631.
Spam,Urgent: Your account has been compromised. Click here to secure it!
Spam,Important: Your bank account will be frozen unless you verify it immediately.
Spam,Important: Your bank account will be frozen unless you verify it immediately.
Spam,Important: Your bank account will be frozen unless you verify it immediately.
Spam,Congratulations! You've won a gift card worth $257. Click here now!
Spam,Exclusive offer: Free TV for completing a short survey. Hurry!
Spam,Act now! Your cash prize is waiting! Claim your free laptop today.
Spam,Your package has arrived. Click here to confirm your shipping details.
Spam,Exclusive offer: Free iPhone for completing a short survey. Hurry!
Spam,You’ve been chosen to receive a $802 Amazon gift card! Claim it now!
Spam,Act now! Your gift card is waiting! Claim your free iPhone today.
Spam,Exclusive offer: Free iPhone for completing a short survey. Hurry!
Spam,You’ve won a lottery! Claim your $453 vacation now.
Spam,Important: Your bank account will be frozen unless you verify it immediately.
Spam,Urgent: Your account has been compromised. Click here to secure it!
Spam,Congratulations! You've won a gift card worth $561. Click here now!
Spam,You’ve received a bonus payout! Click here to claim your reward of $695.
Spam,Act now! Your vacation is waiting! Claim your free iPhone today.
Spam,Important: Your bank account will be frozen unless you verify it immediately.
Spam,You’ve been chosen to receive a $795 Walmart gift card! Claim it now!
Spam,You’ve won a lottery! Claim your $210 gift card now.
Spam,You’ve received a bonus payout! Click here to claim your reward of $802.
Spam,You’ve received a bonus payout! Click here to claim your reward of $238.
Spam,Important: Your bank account will be frozen unless you verify it immediately.
Spam,You’ve received a bonus payout! Click here to claim your reward of $221.
Spam,Act now! Your cash prize is waiting! Claim your free laptop today.
Spam,Urgent: Your account has been compromised. Click here to secure it!
Spam,Congratulations! You've won a cash prize worth $122. Click here now!
Spam,You've been selected for a free iPhone! Claim it before it’s too late!
Spam,You’ve received a bonus payout! Click here to claim your reward of $161.
Spam,You've been selected for a free laptop! Claim it before it’s too late!
Spam,Exclusive offer: Free TV for completing a short survey. Hurry!
Spam,Important: Your bank account will be frozen unless you verify it immediately.
Spam,Congratulations! You've won a cash prize worth $750. Click here now!
Spam,You’ve won a lottery! Claim your $935 gift card now.
Spam,Urgent: Your account has been compromised. Click here to secure it!
Spam,Act now! Your cash prize is waiting! Claim your free iPhone today.
Spam,Your package has arrived. Click here to confirm your shipping details.
Spam,Act now! Your cash prize is waiting! Claim your free iPhone today.
Spam,You’ve received a bonus payout! Click here to claim your reward of $293.
Spam,Your package has arrived. Click here to confirm your shipping details.
Spam,Exclusive offer: Free laptop for completing a short survey. Hurry!
Spam,Important: Your bank account will be frozen unless you verify it immediately.
Spam,You’ve received a bonus payout! Click here to claim your reward of $756.
Spam,Important: Your bank account will be frozen unless you verify it immediately.
Spam,You’ve been chosen to receive a $166 Walmart gift card! Claim it now!
Spam,You've been selected for a free iPhone! Claim it before it’s too late!
Spam,You’ve received a bonus payout! Click here to claim your reward of $592.
Spam,Act now! Your gift card is waiting! Claim your free iPhone today.
Spam,Your package has arrived. Click here to confirm your shipping details.
Spam,Urgent: Your account has been compromised. Click here to secure it!
Spam,You’ve received a bonus payout! Click here to claim your reward of $395.
Spam,You’ve won a lottery! Claim your $151 vacation now.
Spam,You’ve won a lottery! Claim your $901 vacation now.
Spam,Exclusive offer: Free TV for completing a short survey. Hurry!
Spam,Act now! Your gift card is waiting! Claim your free laptop today.
Spam,Act now! Your gift card is waiting! Claim your free laptop today.
Spam,Congratulations! You've won a gift card worth $811. Click here now!
Spam,You’ve won a lottery! Claim your $795 gift card now.
Spam,Congratulations! You've won a cash prize worth $830. Click here now!
Spam,Exclusive offer: Free TV for completing a short survey. Hurry!
Spam,You’ve received a bonus payout! Click here to claim your reward of $213.
Spam,You've been selected for a free laptop! Claim it before it’s too late!
Spam,You've been selected for a free TV! Claim it before it’s too late!
Spam,Your package has arrived. Click here to confirm your shipping details.
Spam,Congratulations! You've won a gift card worth $160. Click here now!
Spam,Exclusive offer: Free TV for completing a short survey. Hurry!
Spam,Your package has arrived. Click here to confirm your shipping details.
Spam,You've been selected for a free TV! Claim it before it’s too late!
Spam,You’ve received a bonus payout! Click here to claim your reward of $161.
Spam,Act now! Your gift card is waiting! Claim your free iPhone today.
Spam,Urgent: Your account has been compromised. Click here to secure it!
Spam,Your package has arrived. Click here to confirm your shipping details.
Spam,Act now! Your cash prize is waiting! Claim your free iPhone today.
Spam,Act now! Your cash prize is waiting! Claim your free laptop today.
Spam,Congratulations! You've won a gift card worth $188. Click here now!
Spam,You've been selected for a free laptop! Claim it before it’s too late!
Spam,Important: Your bank account will be frozen unless you verify it immediately.
Spam,You’ve won a lottery! Claim your $573 gift card now.
Spam,Congratulations! You've won a vacation worth $809. Click here now!
Spam,Act now! Your gift card is waiting! Claim your free TV today.
Spam,Important: Your bank account will be frozen unless you verify it immediately.
Spam,You’ve been chosen to receive a $866 Walmart gift card! Claim it now!
Spam,You’ve won a lottery! Claim your $238 vacation now.
Spam,Exclusive offer: Free laptop for completing a short survey. Hurry!
Spam,You’ve won a lottery! Claim your $112 vacation now.
Spam,You’ve been chosen to receive a $309 Amazon gift card! Claim it now!
Spam,You’ve been chosen to receive a $507 Amazon gift card! Claim it now!
Spam,Urgent: Your account has been compromised. Click here to secure it!
Spam,You’ve won a lottery! Claim your $764 vacation now.
Spam,Exclusive offer: Free iPhone for completing a short survey. Hurry!
Spam,You’ve received a bonus payout! Click here to claim your reward of $676.
Spam,You've been selected for a free TV! Claim it before it’s too late!
Spam,You’ve won a lottery! Claim your $694 gift card now.
Spam,Act now! Your gift card is waiting! Claim your free laptop today.
Spam,Your package has arrived. Click here to confirm your shipping details.
Spam,Important: Your bank account will be frozen unless you verify it immediately.
Spam,You've been selected for a free TV! Claim it before it’s too late!
Spam,You’ve won a lottery! Claim your $473 vacation now.
Spam,You’ve been chosen to receive a $496 Amazon gift card! Claim it now!
Spam,You've been selected for a free laptop! Claim it before it’s too late!
Spam,You’ve received a bonus payout! Click here to claim your reward of $243.
Spam,Exclusive offer: Free laptop for completing a short survey. Hurry!
Spam,Important: Your bank account will be frozen unless you verify it immediately.
Spam,Your package has arrived. Click here to confirm your shipping details.
Spam,Exclusive offer: Free TV for completing a short survey. Hurry!
Spam,Exclusive offer: Free laptop for completing a short survey. Hurry!
Spam,You’ve been chosen to receive a $629 Amazon gift card! Claim it now!
Spam,Important: Your bank account will be frozen unless you verify it immediately.
Spam,Act now! Your vacation is waiting! Claim your free iPhone today.
Spam,Congratulations! You've won a gift card worth $106. Click here now!
Spam,You’ve received a bonus payout! Click here to claim your reward of $932.
Spam,Exclusive offer: Free TV for completing a short survey. Hurry!
Spam,You’ve won a lottery! Claim your $962 cash prize now.
Spam,Act now! Your cash prize is waiting! Claim your free laptop today.
Spam,Act now! Your cash prize is waiting! Claim your free TV today.
Spam,Urgent: Your account has been compromised. Click here to secure it!
Spam,Your package has arrived. Click here to confirm your shipping details.
Spam,You’ve won a lottery! Claim your $847 gift card now.
Spam,You've been selected for a free TV! Claim it before it’s too late!
Spam,Exclusive offer: Free laptop for completing a short survey. Hurry!
Spam,Your package has arrived. Click here to confirm your shipping details.
Spam,Congratulations! You've won a vacation worth $950. Click here now!
Spam,Congratulations! You've won a cash prize worth $599. Click here now!
Spam,You've been selected for a free TV! Claim it before it’s too late!
Spam,Important: Your bank account will be frozen unless you verify it immediately.
Spam,You’ve won a lottery! Claim your $181 cash prize now.
Spam,You’ve received a bonus payout! Click here to claim your reward of $638.
Spam,Your package has arrived. Click here to confirm your shipping details.
Spam,Congratulations! You've won a gift card worth $780. Click here now!
Spam,Congratulations! You've won a gift card worth $742. Click here now!
Spam,Exclusive offer: Free iPhone for completing a short survey. Hurry!
Spam,You’ve received a bonus payout! Click here to claim your reward of $886.
Spam,Congratulations! You've won a gift card worth $770. Click here now!
Spam,You’ve been chosen to receive a $303 Walmart gift card! Claim it now!
Spam,Act now! Your cash prize is waiting! Claim your free iPhone today.
Spam,You've been selected for a free TV! Claim it before it’s too late!
Spam,You've been selected for a free laptop! Claim it before it’s too late!
Spam,Important: Your bank account will be frozen unless you verify it immediately.
Spam,You've been selected for a free iPhone! Claim it before it’s too late!
Spam,You’ve received a bonus payout! Click here to claim your reward of $723.
Spam,You’ve been chosen to receive a $565 Walmart gift card! Claim it now!
Spam,You've been selected for a free laptop! Claim it before it’s too late!
Spam,Act now! Your cash prize is waiting! Claim your free iPhone today.
